"Schema","Table","Column.name","Data.type","Description"
"clp_sog","clp_sog_activity","action_items","ntext","This is a text field for a listing of the action items for a follow-up."
"clp_sog","clp_sog_activity","follow_up","ntext","This is the text field for a summary of a follow_up."
"clp_sog","clp_sog_activity","modifying_user_pk1","id","This is a foreign key referencing the primary key of the users table. It is the user who last modified this activity record."
"clp_sog","clp_sog_activity","dtcreated","datetime","This is the date time when the activity record was first created."
"clp_sog","clp_sog_activity","curriculum_findings","ntext","This is a text field for a summary of curriculum related findings/analysis."
"clp_sog","clp_sog_activity","act_item2_priority","int","This is the priority of the 2nd action item."
"clp_sog","clp_sog_activity","evidence_analysis","ntext","This is a text field for a summary of evidence analysis."
"clp_sog","clp_sog_activity","act_item3_priority","int","This is the priority of the 3rd action item."
"clp_sog","clp_sog_activity","next_steps_type","char(1)","This is the text format for the next_steps field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","next_steps","ntext","This is a text to record a summary of the next steps for the objective."
"clp_sog","clp_sog_activity","measurement_desc","ntext","This is a text field for a measurement description for the assessment project objective."
"clp_sog","clp_sog_activity","analysis_summary_type","char(1)","This is the text format for the analysis_summary field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","faculty_findings_type","char(1)","This is the text format for the faculty_findings field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","follow_up_type","char(1)","This is the text format for the follow_up field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","resource_findings_type","char(1)","This is the text format for the resource_findings field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","clp_sog_pk1","id","This is a foreign key referencing the primary key of the clp_sog table."
"clp_sog","clp_sog_activity","student_outcomes","ntext","This is a text field for a summary of student findings."
"clp_sog","clp_sog_activity","act_item2","nvarchar(255)","This is the 2nd action item."
"clp_sog","clp_sog_activity","act_item1","nvarchar(255)","This is the 1st action item."
"clp_sog","clp_sog_activity","measurement_desc_type","char(1)","This is the text format for the measurement_desc field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","resource_findings","ntext","This is a text field for a summary of resource related findings/analysis."
"clp_sog","clp_sog_activity","budget","float","This is the budget set for each activity."
"clp_sog","clp_sog_activity","form_pk1","id","This is a foreign key referencing the primary key of the form table. It is the form used to create the sog activity."
"clp_sog","clp_sog_activity","evidence_analysis_type","char(1)","This is the text format for the evidence_analysis field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","evidence_summary","ntext","This is the text field for a summary of evidence for the assessment project objective."
"clp_sog","clp_sog_activity","act_item5_priority","int","This is the priority of the 5th action item."
"clp_sog","clp_sog_activity","evidence_summary_type","char(1)","This is the text format for the evidence_summary field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","faculty_findings","ntext","This is a text field for a summary of faculty findings/analysis."
"clp_sog","clp_sog_activity","dtmodified","datetime","This is the date time when the activity record was last modified."
"clp_sog","clp_sog_activity","act_item1_priority","int","This is the priority of the 1st action item."
"clp_sog","clp_sog_activity","findings_summary","ntext","This is a text field for a summary of findings for the assesssment project objective."
"clp_sog","clp_sog_activity","student_outcomes_type","char(1)","This is the text format for the student_outcomes field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity","display_order","int","This is the UI display order for the sog activity."
"clp_sog","clp_sog_activity","findings_summary_type","char(1)","This is the text format for the findings_summary field. H = HTML, P = Plain Text, S = Smart Text."
"clp_sog","clp_sog_activity_ext","clp_sog_activity_pk1","id","This is a foreign key referencing the primary key of the clp_sog_activity table."
"clp_sog","clp_sog_alignment","clp_sog_target_pk1","id","This is a foreign key referencing the primary key of the clp_sog table. It is the target of the alignment."
"clp_sog","clp_sog_alignment","dtcreated","datetime","This is the date time when the alignment record was created."
"clp_sog","clp_sog_alignment","pk1","id","This is the surrogate primary key for the table."
"clp_sog","clp_sog_alignment","clp_sog_source_pk1","id","This is a foreign key referencing the primary key of the clp_sog table. It is the sog that initiated this alignment."
"clp_sog","clp_std_cat_association","clp_std_category_pk1","id","This is a foreign key referencing the primary key of the clp_std_category table. It is the standard category that is aligned to."
"clp_sog","clp_std_cat_association","inherited_ind","char(1)","This is a boolean flag (Y/N) that indicates whether this alignment is inherited by the descendants of the operating unit."
"clp_sog","clp_std_cat_association","pk1","id","This is the surrogate primary key for the table."
"clp_sog","clp_std_cat_association","dtcreated","datetime","This is the date time the alignment record was created."
"clp_sog","clp_std_cat_association","clp_operating_unit_pk1","id","This is a foreign key referencing the primary key of the clp_operating_unit table."
"clp_sog","clp_std_category","dtcreated","datetime","This is the date time when the category was first created."
"clp_sog","clp_std_category","dtmodified","datetime","This is the date time when the category was last modified."
"clp_sog","clp_std_category","parent_pk1","id","This is a foreign key referencing the primary key of the clp_std_category table. It is the parent for this category in the category hierarchy."
"clp_sog","clp_std_category","pk1","id","This is the surrogate primary key for the table."
"clp_sog","clp_std_category","batch_uid","nvarchar(256)","This is the unique id for the category record."
"clp_sog","clp_std_category","modifying_user_pk1","id","This is a foreign key referencing the primary key of the users table. It is the user who last modified the category record."
"clp_sog","clp_std_category","description","ntext","This is the description of the category."
"clp_sog","clp_std_category","title","nvarchar(255)","This is the title of the category."
"clp_sog","clp_std_category","copyright","nvarchar(1000)","This is the copyright information for the category."
"clp_sog","clp_sv_question_sog","pk1","id","This is the surrogate primary key for the table."
"clp_sog","clp_sv_question_sog","clp_sog_pk1","id","This is a foreign key referencing the primary key of the clp_sog table."
"clp_sog","clp_sv_question_sog","clp_sv_question_pk1","id","This is a foreign key referencing the primary key of the clp_sv_question table."
"clp_sog","clp_x_std_category","ancestor_pk1","id","This is the PK for the ancestor record of this category."
"clp_sog","clp_x_std_category","distance","int","This is the number of levels either the ancestor or the descendant is from the category."
"clp_sog","clp_x_std_category","descendant_pk1","id","This is the PK for the descendant record of this category."
"clp_sog","evdnc_tmplt_sog","evdnc_tmplt_pk1","id","This is a foreign key referencing the primary key of the evdnc_tmplt table."
"clp_sog","evdnc_tmplt_sog","pk1","id","This is the surrogate primary key for the table."
"clp_sog","evdnc_tmplt_sog","sog_visible_ind","char(1)","This is a boolean flag (Y/N) that indicates whether this sog association to the artifact is viewable to recipient."
"clp_sog","evdnc_tmplt_sog","clp_sog_pk1","id","This is a foreign key referencing the primary key of the clp_sog table."
"clp_survey","clp_sv_ac_template","display_order","int","This is the UI display order of the answer choices under the question template."
"clp_survey","clp_sv_ac_template","points","int","This is the number of points that can be assigned to each answer choice."
"clp_survey","clp_sv_ac_template","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_ac_template","open_ended_text","nvarchar(255)","This is the text (title) for the open ended field."
"clp_survey","clp_sv_ac_template","open_ended_ind","char(1)","This is a boolean flag (Y/N) that indicates if the answer is an open free text field."
"clp_survey","clp_sv_ac_template","points","int","This is the number of points that can be assigned to each answer choice."
"clp_survey","clp_sv_ac_template","name","nvarchar(255)","This is the name of the answer choice."
"clp_survey","clp_sv_ac_template","open_ended_text","nvarchar(255)","This is the text (title) for the open ended field."
"clp_survey","clp_sv_ac_template","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_ac_template","name","nvarchar(255)","This is the name of the answer choice."
"clp_survey","clp_sv_ac_template","open_ended_ind","char(1)","This is a boolean flag (Y/N) that indicates if the answer is an open free text field."
"clp_survey","clp_sv_ac_template","clp_sv_sq_template_pk1","id","This is a foreign key referencing the primary key of the clp_sv_sq_template table."
"clp_survey","clp_sv_ac_template","display_order","int","This is the UI display order of the answer choices under the question template."
"clp_survey","clp_sv_ac_template","clp_sv_sq_template_pk1","id","This is a foreign key referencing the primary key of the clp_sv_sq_template table."
"clp_survey","clp_sv_answer_choice","open_ended_text","nvarchar(255)","This is the text (title) for the open ended field."
"clp_survey","clp_sv_answer_choice","not_applicable_ind","char(1)","This is a boolean flag (Y/N) that indicates whether that answer is a not-applicable answer that is added through a check box."
"clp_survey","clp_sv_answer_choice","open_ended_ind","char(1)","This is a boolean flag (Y/N) that indicates if the answer is an open free text field."
"clp_survey","clp_sv_answer_choice","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_answer_choice","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_answer_choice","points","int","This is the points assigned to that answer choice."
"clp_survey","clp_sv_answer_choice","display_order","int","This is the UI display order."
"clp_survey","clp_sv_answer_choice","name","nvarchar(255)","This is the name text of the answer choice."
"clp_survey","clp_sv_answer_choice","clp_sv_subquestion_pk1","id","This is a foreign key referencing the primary key of the clp_sv_subquestion table."
"clp_survey","clp_sv_answer_choice","points","int","This is the points assigned to that answer choice."
"clp_survey","clp_sv_answer_choice","clp_sv_subquestion_pk1","id","This is a foreign key referencing the primary key of the clp_sv_subquestion table."
"clp_survey","clp_sv_answer_choice","display_order","int","This is the UI display order."
"clp_survey","clp_sv_answer_choice","open_ended_ind","char(1)","This is a boolean flag (Y/N) that indicates if the answer is an open free text field."
"clp_survey","clp_sv_answer_choice","name","nvarchar(255)","This is the name text of the answer choice."
"clp_survey","clp_sv_answer_choice","not_applicable_ind","char(1)","This is a boolean flag (Y/N) that indicates whether that answer is a not-applicable answer that is added through a check box."
"clp_survey","clp_sv_answer_choice","open_ended_text","nvarchar(255)","This is the text (title) for the open ended field."
"clp_survey","clp_sv_question","display_order","int","This is the UI display order of the question."
"clp_survey","clp_sv_question","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table. It determines the identity of the Survey which contains this question."
"clp_survey","clp_sv_question","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_question","question_type","char(1)","This columns defines the question type. M = Multiple Choice, L = Likert Scale, X = Matrix, B = Boolean, O = Open Entry."
"clp_survey","clp_sv_question","qtext_type","char(1)","This is the text format of the question text body. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_question","multi_line_ind","char(1)","This is a boolean flag (Y/N) that inidcates whether the answer for open entry question takes multiple lines. It is set to yes when answer field size is set to large."
"clp_survey","clp_sv_question","qtext_body","ntext","This is the text body for the question."
"clp_survey","clp_sv_question","question_type","char(1)","This columns defines the question type. M = Multiple Choice, L = Likert Scale, X = Matrix, B = Boolean, O = Open Entry."
"clp_survey","clp_sv_question","display_order","int","This is the UI display order of the question."
"clp_survey","clp_sv_question","required_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the question is required for the Survey."
"clp_survey","clp_sv_question","qtext_type","char(1)","This is the text format of the question text body. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_question","multi_line_ind","char(1)","This is a boolean flag (Y/N) that inidcates whether the answer for open entry question takes multiple lines. It is set to yes when answer field size is set to large."
"clp_survey","clp_sv_question","required_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the question is required for the Survey."
"clp_survey","clp_sv_question","qtext_body","ntext","This is the text body for the question."
"clp_survey","clp_sv_question","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_question","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table. It determines the identity of the Survey which contains this question."
"clp_survey","clp_sv_question_response","clp_sv_answer_choice_pk1","id","This is a foreign key referencing the primary key of the clp_sv_answer_choice table."
"clp_survey","clp_sv_question_response","answer_text","nvarchar(1000)","This is the text for open text entry fields that the user has inputted to complete the survey."
"clp_survey","clp_sv_question_response","clp_sv_answer_choice_pk1","id","This is a foreign key referencing the primary key of the clp_sv_answer_choice table."
"clp_survey","clp_sv_question_response","deployment_response_pk1","id","This is a foreign key referencing the primary key of the deployment_response table."
"clp_survey","clp_sv_question_response","answer_text","nvarchar(1000)","This is the text for open text entry fields that the user has inputted to complete the survey."
"clp_survey","clp_sv_question_response","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_question_response","deployment_response_pk1","id","This is a foreign key referencing the primary key of the deployment_response table."
"clp_survey","clp_sv_question_response","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_question_tag","tag_pk1","id","This is a foreign key referencing the primary key of the tag table"
"clp_survey","clp_sv_question_tag","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_question_tag","clp_sv_question_pk1","id","This is a foreign key referencing the primary key of the clp_sv_question table"
"clp_survey","clp_sv_question_tag","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_question_tag","tag_pk1","id","This is a foreign key referencing the primary key of the tag table"
"clp_survey","clp_sv_question_tag","clp_sv_question_pk1","id","This is a foreign key referencing the primary key of the clp_sv_question table"
"clp_survey","clp_sv_sq_template","display_order","int","This is the UI display order within each question type."
"clp_survey","clp_sv_sq_template","name","nvarchar(255)","This is the name of the question template."
"clp_survey","clp_sv_sq_template","description","nvarchar(1000)","This is the description of the question template."
"clp_survey","clp_sv_sq_template","display_order","int","This is the UI display order within each question type."
"clp_survey","clp_sv_sq_template","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_sq_template","name","nvarchar(255)","This is the name of the question template."
"clp_survey","clp_sv_sq_template","question_type","char(1)","This is the question type. Tempaltes can be different based on question type. M = Multiple Choice, L = Likert Scale, X = Matrix, B = Boolean, O = Open Entry."
"clp_survey","clp_sv_sq_template","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_sq_template","description","nvarchar(1000)","This is the description of the question template."
"clp_survey","clp_sv_sq_template","question_type","char(1)","This is the question type. Tempaltes can be different based on question type. M = Multiple Choice, L = Likert Scale, X = Matrix, B = Boolean, O = Open Entry."
"clp_survey","clp_sv_subquestion","family_uid","nvarchar(64)","Identifies the subquestion's family"
"clp_survey","clp_sv_subquestion","text","nvarchar(1000)","This is the label of the question's answer choice."
"clp_survey","clp_sv_subquestion","label_type","char(1)","This is the type of label for the question's answer choices. A = Letter upper case, L = Letter lower case, N = Numeric, I = Roman numeral upper case, R = Roman numeral lower case, X = None."
"clp_survey","clp_sv_subquestion","family_uid","nvarchar(64)","Identifies the subquestion's family"
"clp_survey","clp_sv_subquestion","select_multiple_ind","char(1)","This is a boolean flag (Y/N) that indicates whether multiple selections are allowed as answers."
"clp_survey","clp_sv_subquestion","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_subquestion","label_type","char(1)","This is the type of label for the question's answer choices. A = Letter upper case, L = Letter lower case, N = Numeric, I = Roman numeral upper case, R = Roman numeral lower case, X = None."
"clp_survey","clp_sv_subquestion","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_subquestion","clp_sv_question_pk1","id","This is a foreign key referencing the primary key of the clp_sv_question table."
"clp_survey","clp_sv_subquestion","select_multiple_ind","char(1)","This is a boolean flag (Y/N) that indicates whether multiple selections are allowed as answers."
"clp_survey","clp_sv_subquestion","display_order","int","This is the sequence in which this subquestion appears under the question on the UI."
"clp_survey","clp_sv_subquestion","clp_sv_question_pk1","id","This is a foreign key referencing the primary key of the clp_sv_question table."
"clp_survey","clp_sv_subquestion","display_order","int","This is the sequence in which this subquestion appears under the question on the UI."
"clp_survey","clp_sv_subquestion","text","nvarchar(1000)","This is the label of the question's answer choice."
"clp_survey","clp_sv_survey","allow_backtracking","char(1)","This is a boolean flag (Y/N) that indicates whether backtracking is allowed for this Survey."
"clp_survey","clp_sv_survey","footer_body","ntext","This is the footer of the Survey."
"clp_survey","clp_sv_survey","name","nvarchar(255)","This is the name of the survey."
"clp_survey","clp_sv_survey","dtmodified","numeric","This is the date time the Survey record was last modified."
"clp_survey","clp_sv_survey","instrument_key","nvarchar(64)","This is the unique identifier for the Survey instrument."
"clp_survey","clp_sv_survey","header_body","ntext","This is the header of the Survey."
"clp_survey","clp_sv_survey","header_type","char(1)","This is the text format of the header. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_survey","header_type","char(1)","This is the text format of the header. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_survey","header_body","ntext","This is the header of the Survey."
"clp_survey","clp_sv_survey","footer_type","char(1)","This is the text format of the footer. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_survey","footer_body","ntext","This is the footer of the Survey."
"clp_survey","clp_sv_survey","instrument_key","nvarchar(64)","This is the unique identifier for the Survey instrument."
"clp_survey","clp_sv_survey","description","nvarchar(1000)","This is the description of the Survey ."
"clp_survey","clp_sv_survey","head_survey_pk1","id","This column is no longer used. It must remain in the schema to support migration. In earlier releases, this was a foreign key self referencing the primary key of the clp_sv_survey table. When a Survey was modified after any deployment, a new version was created. This new version became the head record."
"clp_survey","clp_sv_survey","work_ctx_pk1","id","This column is no longer used. It must remain in the schema to support migration. In earlier releases, this was a foreign key referencing the primary key of the work_ctx table. It stored the work context in which the Survey was created."
"clp_survey","clp_sv_survey","work_ctx_pk1","id","This column is no longer used. It must remain in the schema to support migration. In earlier releases, this was a foreign key referencing the primary key of the work_ctx table. It stored the work context in which the Survey was created."
"clp_survey","clp_sv_survey","dtcreated","datetime","This is the date time the Survey record was first created."
"clp_survey","clp_sv_survey","allow_backtracking","char(1)","This is a boolean flag (Y/N) that indicates whether backtracking is allowed for this Survey."
"clp_survey","clp_sv_survey","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_survey","dtmodified","numeric","This is the date time the Survey record was last modified."
"clp_survey","clp_sv_survey","name","nvarchar(255)","This is the name of the survey."
"clp_survey","clp_sv_survey","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_survey","footer_type","char(1)","This is the text format of the footer. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_survey","dtcreated","datetime","This is the date time the Survey record was first created."
"clp_survey","clp_sv_survey","description","nvarchar(1000)","This is the description of the Survey ."
"clp_survey","clp_sv_survey","head_survey_pk1","id","This column is no longer used. It must remain in the schema to support migration. In earlier releases, this was a foreign key self referencing the primary key of the clp_sv_survey table. When a Survey was modified after any deployment, a new version was created. This new version became the head record."
"clp_survey","clp_sv_survey_deployment","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table."
"clp_survey","clp_sv_survey_deployment","deployment_pk1","id","This is a foreign key referencing the primary key of the deployment table"
"clp_survey","clp_sv_survey_deployment","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table."
"clp_survey","clp_sv_survey_deployment","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_survey_deployment","deployment_pk1","id","This is a foreign key referencing the primary key of the deployment table"
"clp_survey","clp_sv_survey_deployment","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_survey_user","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table."
"clp_survey","clp_sv_survey_user","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_survey_user","user_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].users table."
"clp_survey","clp_sv_survey_user","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table."
"clp_survey","clp_sv_survey_user","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_survey_user","user_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].users table."
"clp_survey","clp_sv_visual_element","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table."
"clp_survey","clp_sv_visual_element","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_visual_element","clp_sv_survey_pk1","id","This is a foreign key referencing the primary key of the clp_sv_survey table."
"clp_survey","clp_sv_visual_element","content_type","char(1)","This the format of the text of content body. H = HTML, P = Plain Text, S = Smart Text."
"clp_survey","clp_sv_visual_element","pk1","id","This is the surrogate primary key for the table."
"clp_survey","clp_sv_visual_element","new_page_ind","char(1)","This is a boolean flag (Y/N) that indicates if it is a new page."
"clp_survey","clp_sv_visual_element","display_order","int","This is the UI display order the visual element is in amongst all the questions in the survey."
"clp_survey","clp_sv_visual_element","visual_elem_type","char(1)","This is the type of the visual element. I = Content Area, P = Page Break, S = Section Break."
"clp_survey","clp_sv_visual_element","visual_elem_type","char(1)","This is the type of the visual element. I = Content Area, P = Page Break, S = Section Break."
"clp_survey","clp_sv_visual_element","display_order","int","This is the UI display order the visual element is in amongst all the questions in the survey."
"clp_survey","clp_sv_visual_element","style","nvarchar(255)","This is the style of the visual element."
"clp_survey","clp_sv_visual_element","new_page_ind","char(1)","This is a boolean flag (Y/N) that indicates if it is a new page."
"clp_survey","clp_sv_visual_element","content_body","ntext","This is the text that shows as the visual element."
"clp_survey","clp_sv_visual_element","style","nvarchar(255)","This is the style of the visual element."
"clp_survey","clp_sv_visual_element","content_body","ntext","This is the text that shows as the visual element."
"clp_survey","clp_sv_visual_element","content_type","char(1)","This the format of the text of content body. H = HTML, P = Plain Text, S = Smart Text."
"cms","cms_bookmarks","folder_ind","char(1)","Indicator whether a bookmark is a folder."
"cms","cms_bookmarks","pk1","id","This is the surrogate primary key for the table."
"cms","cms_bookmarks","parent_pk1","id","This is a foreign key referencing cms_bookmarks.pk1."
"cms","cms_bookmarks","file_entry_path","nvarchar(400)","File entry path."
"cms","cms_bookmarks","users_pk1","id","This is a foreign key referencing users.pk1."
"cms","cms_bookmarks","title","nvarchar(255)","Bookmark title."
"cms","cms_bookmarks","file_entry_id","varchar(50)","File entry identifier."
"cms","cms_comments","text","nvarchar(2000)","Comment on the xythos item"
"cms","cms_comments","operation_type","char(1)",
"cms","cms_comments","users_pk1","id",
"cms","cms_comments","operation_type","char(1)","Add 'A' or Remove 'R' are the two operation types"
"cms","cms_comments","pk1","id",
"cms","cms_comments","xythos_id","nvarchar(100)",
"cms","cms_comments","users_pk1","id","This is a foreign key to users.pk1."
"cms","cms_comments","text","nvarchar(2000)",
"cms","cms_comments","location","nvarchar(400)",
"cms","cms_comments","location","nvarchar(400)","Stores the location of the xythos item"
"cms","cms_comments","xythos_id","nvarchar(100)","Stores the xythos ID value"
"cms","cms_comments","timestamp","datetime","This is the date and/or time at which this event occurred."
"cms","cms_comments","timestamp","datetime",
"cms","cms_comments","pk1","id","This is the surrogate primary key for the table."
"cms","cms_file_access","xythos_id","nvarchar(100)","This is xythos file ID."
"cms","cms_file_access","timestamp","datetime",
"cms","cms_file_access","xythos_id","nvarchar(100)",
"cms","cms_file_access","pass_principal_id","nvarchar(300)","This is cms file access pass principal id (currently logged in user)"
"cms","cms_file_access","timestamp","datetime","This is the date and/or time at which this event occurred."
"cms","cms_file_access","users_pk1","id","This is a foreign key to users.pk1."
"cms","cms_file_access","pk1","id","This is the surrogate primary key for the table."
"cms","cms_file_access","pass_principal_id","nvarchar(300)",
"cms","cms_file_access","pass_id","varchar(200)","This is cms file access pass id"
"cms","cms_file_access","pk1","id",
"cms","cms_file_access","pass_id","varchar(200)",
"cms","cms_file_access","users_pk1","id",
"cms","cms_file_access","location","nvarchar(400)","This is file location."
"cms","cms_file_access","location","nvarchar(400)",
"cms","cms_file_operations","new_location","nvarchar(400)",
"cms","cms_file_operations","pass_id","varchar(200)",
"cms","cms_file_operations","xythos_id","nvarchar(100)",
"cms","cms_file_operations","users_pk1","id",
"cms","cms_file_operations","timestamp","datetime",
"cms","cms_file_operations","location","nvarchar(400)",
"cms","cms_file_operations","new_xythos_id","nvarchar(100)",
"cms","cms_file_operations","pk1","id",
"cms","cms_file_operations","pass_principal_id","nvarchar(300)",
"cms","cms_file_operations","operation_type","char(1)",
"cms","cms_file_operations","pass_principal_id","nvarchar(300)","This text value stores location associated with Xythos FileSystemEntry."
"cms","cms_file_operations","operation_type","char(1)","This is cms file operation type: A=ADD, O=OVERWRITE, D+=DELETE, C=COPY, M=MOVE, R=RECYCLE, V=REMOVE."
"cms","cms_file_operations","location","nvarchar(400)","This value stores Xythos location."
"cms","cms_file_operations","xythos_id","nvarchar(100)","Stores Xythos id for xythos entry."
"cms","cms_file_operations","timestamp","datetime","This is the date and/or time at which this event occurred."
"cms","cms_file_operations","new_xythos_id","nvarchar(100)","This value stores final xythos id of Xythos content."
"cms","cms_file_operations","new_location","nvarchar(400)","This value stores final location of Xythos content."
"cms","cms_file_operations","users_pk1","id","This is a foreign key to users.pk1."
"cms","cms_file_operations","pass_id","varchar(200)","This text value stores xythos pass id associated with Xythos FileSystemEntry."
"cms","cms_file_operations","pk1","id","This is the surrogate primary key for the table."
"cms","cms_md_template","md_key","nvarchar(100)","This is cms md template key."
"cms","cms_md_template","position","int","This is the position of the cms md template."
"cms","cms_md_template","label","nvarchar(100)","This is cms md template label."
"cms","cms_md_template","pk1","id","This is the surrogate primary key for the table."
"cms","cms_metadata_changes","pass_id","varchar(200)",
"cms","cms_metadata_changes","name","nvarchar(400)","This text value stores the name of associated Xythos cms meta data entry."
"cms","cms_metadata_changes","pass_id","varchar(200)","This text value stores xythos pass id associated with Xythos FileSystemEntry."
"cms","cms_metadata_changes","pass_principal_id","nvarchar(300)",
"cms","cms_metadata_changes","location","nvarchar(400)",
"cms","cms_metadata_changes","location","nvarchar(400)","This value stores Xythos location."
"cms","cms_metadata_changes","pk1","id",
"cms","cms_metadata_changes","pk1","id","This is the surrogate primary key for the table."
"cms","cms_metadata_changes","users_pk1","id",
"cms","cms_metadata_changes","value","nvarchar(2000)","This text stores value of meta data."
"cms","cms_metadata_changes","timestamp","datetime",
"cms","cms_metadata_changes","timestamp","datetime","This is the date and/or time at which this event occurred."
"cms","cms_metadata_changes","pass_principal_id","nvarchar(300)","This text value stores location associated with Xythos FileSystemEntry."
"cms","cms_metadata_changes","name","nvarchar(400)",
"cms","cms_metadata_changes","xythos_id","nvarchar(100)","Stores Xythos id for xythos entry."
"cms","cms_metadata_changes","xythos_id","nvarchar(100)",
"cms","cms_metadata_changes","value","nvarchar(2000)",
"cms","cms_metadata_changes","users_pk1","id","This is a foreign key to users.pk1."
"cms","cms_perms_mods","location","nvarchar(400)","This file lication"
"cms","cms_perms_mods","location","nvarchar(400)",
"cms","cms_perms_mods","old_readable_ind","char(1)",
"cms","cms_perms_mods","xythos_id","nvarchar(100)",
"cms","cms_perms_mods","new_deleteable_ind","char(1)","This indicator states whether new permissions are deletable. Y=yes; N=No"
"cms","cms_perms_mods","new_permissionable_ind","char(1)","This indicator states whether new permissions are permissionable. Y=yes; N=No"
"cms","cms_perms_mods","old_permissionable_ind","char(1)",
"cms","cms_perms_mods","old_deleteable_ind","char(1)",
"cms","cms_perms_mods","new_readable_ind","char(1)",
"cms","cms_perms_mods","users_pk1","id",
"cms","cms_perms_mods","principal_id","nvarchar(300)","This is cms file access principal id (for currently logged in user)"
"cms","cms_perms_mods","new_deleteable_ind","char(1)",
"cms","cms_perms_mods","xythos_id","nvarchar(100)","This is xythos file ID."
"cms","cms_perms_mods","timestamp","datetime",
"cms","cms_perms_mods","old_writeable_ind","char(1)","TThis indicator states whether old permissions are writeable. Y=yes; N=No"
"cms","cms_perms_mods","new_writeable_ind","char(1)",
"cms","cms_perms_mods","old_writeable_ind","char(1)",
"cms","cms_perms_mods","principal_id","nvarchar(300)",
"cms","cms_perms_mods","pk1","id",
"cms","cms_perms_mods","users_pk1","id","This is a foreign key to users.pk1."
"cms","cms_perms_mods","new_permissionable_ind","char(1)",
"cms","cms_perms_mods","old_readable_ind","char(1)","This indicator states whether old permissions are readable. Y=yes; N=No"
"cms","cms_perms_mods","pk1","id","This is the surrogate primary key for the table."
"cms","cms_perms_mods","old_deleteable_ind","char(1)","This indicator states whether old permissions are deletable. Y=yes; N=No"
"cms","cms_perms_mods","timestamp","datetime","This is the date and/or time at which this event occurred."
"cms","cms_perms_mods","old_permissionable_ind","char(1)","This indicator states whether old permissions are permissionable. Y=yes; N=No"
"cms","cms_perms_mods","new_writeable_ind","char(1)","This indicator states whether new permissions are writeable. Y=yes; N=No"
"cms","cms_perms_mods","new_readable_ind","char(1)","This indicator states whether new permissions are readable. Y=yes; N=No"
